global_step,experience_step,rewards,stockouts,waste,delta,critic_loss,entropy_adjusted,actor_loss
14091,32,0.4130680561065674,0.025426136329770088,0.00901546236127615,0.2641374468803406,0.050647374242544174,1.864007117546862e-06,1.4819578382230247e-06
14092,32,0.5037073493003845,0.02911931835114956,0.00796475913375616,0.36213579773902893,0.07297351211309433,1.7897416455525672e-06,1.0797023151098983e-06
14093,32,0.5368813276290894,0.010085226967930794,0.008177882060408592,0.3926486670970917,0.08067250996828079,1.9397627966100117e-06,1.5515796576437424e-06
14094,32,0.5382524728775024,0.006534090731292963,0.008211936801671982,0.3938349783420563,0.07957488298416138,2.2804395030107116e-06,1.978585487449891e-06
14095,32,0.5301774144172668,0.011363636702299118,0.0081581249833107,0.3850145936012268,0.07787281274795532,2.243482867925195e-06,2.0269162632757798e-06
14096,32,0.5317122936248779,0.00909090880304575,0.00810924731194973,0.3867252767086029,0.07758554816246033,1.6316231494784006e-06,1.0129969041372533e-06
14097,32,0.5429089665412903,0.0049715908244252205,0.008304496295750141,0.39869147539138794,0.0810917392373085,2.102158759953454e-06,2.189310635003494e-06
14098,32,0.5474355816841125,0.003409090917557478,0.008395197801291943,0.40283069014549255,0.08257191628217697,1.2891655387647916e-06,9.098225177694985e-07
14099,32,0.5407211780548096,0.0049715908244252205,0.00829814001917839,0.3955259919166565,0.07996663451194763,1.3840059409631067e-06,9.766274615685688e-07
14100,32,0.5442976355552673,0.003693181788548827,0.008349668234586716,0.39978066086769104,0.08143416047096252,1.7983409179578302e-06,1.3247366723589948e-06
14101,32,0.5446023344993591,0.0032670453656464815,0.008376403711736202,0.39929643273353577,0.08125081658363342,1.586081111781823e-06,1.2041775789839448e-06
14102,32,0.5513268709182739,0.004261363763362169,0.008337963372468948,0.4061122536659241,0.08416108042001724,1.3700340559807955e-06,1.3369756288739154e-06
14103,32,0.5436515808105469,0.0021306818816810846,0.008405100554227829,0.39844846725463867,0.08041897416114807,1.0928533811238594e-06,9.527756219540606e-07
14104,32,0.5424808263778687,0.0025568180717527866,0.008507011458277702,0.3964739143848419,0.07961326837539673,1.0074983265440096e-06,7.04985552602011e-07
14105,32,0.5539799928665161,0.0014204545877873898,0.00842337030917406,0.4089779257774353,0.08449861407279968,1.627922188163211e-06,1.060133627106552e-06
14106,32,0.5450544953346252,0.000994318164885044,0.00847367662936449,0.40039438009262085,0.08094225823879242,1.4372558325703721e-06,1.0848569900190341e-06
14107,32,0.5529406666755676,0.0012784090358763933,0.008592546917498112,0.40813446044921875,0.08408039808273315,1.432090243724815e-06,1.117684746532177e-06
14108,32,0.5509880781173706,0.0008522727293893695,0.008529170416295528,0.40625256299972534,0.08323469012975693,1.1846359484479763e-06,1.0095387779074372e-06
14109,32,0.537184476852417,0.0012784090358763933,0.008567238226532936,0.3918149769306183,0.07764722406864166,1.244709778802644e-06,1.1643523976090364e-06
14110,32,0.546166181564331,0.0014204545877873898,0.008444711565971375,0.40123263001441956,0.08128970116376877,1.180871208816825e-06,8.762601737544173e-07
14111,32,0.5448231101036072,0.0008522727293893695,0.008555835112929344,0.3992234766483307,0.08039817214012146,1.128274561779108e-06,1.0612679943733383e-06
14112,32,0.5449283123016357,0.00042613636469468474,0.008606676943600178,0.39953145384788513,0.08044466376304626,9.081991834136716e-07,8.618800961812667e-07
14113,32,0.5435453653335571,0.0005681818001903594,0.008719760924577713,0.39804473519325256,0.07992382347583771,1.6186701259357505e-06,1.3846354249835713e-06
14114,32,0.5325401425361633,0.0005681818001903594,0.008634362369775772,0.3876953721046448,0.0758192241191864,1.4266597645473666e-06,1.1983549939031946e-06
14115,32,0.5397454500198364,0.0,0.008718657307326794,0.39398157596588135,0.07827422767877579,8.644530566925823e-07,5.103565854369663e-07
14116,32,0.5423455834388733,0.0002840909000951797,0.008830102160573006,0.3963153064250946,0.07916595041751862,1.423207550033112e-06,1.5132359294511843e-06
14117,32,0.5388080477714539,0.0,0.008745371364057064,0.39291656017303467,0.07779426872730255,9.490996717431699e-07,7.533610641985433e-07
14118,32,0.514626145362854,0.00014204545004758984,0.009030953049659729,0.3688957095146179,0.06884478777647018,5.289933255880896e-07,2.921343309481017e-07
14119,32,0.5287692546844482,0.00042613636469468474,0.008955868892371655,0.38321492075920105,0.07417136430740356,9.4784672910464e-07,6.088302484386077e-07
14120,32,0.5176419615745544,0.00014204545004758984,0.009184660390019417,0.37205401062965393,0.06993516534566879,1.371837242913898e-06,8.159712479027803e-07
14121,32,0.5181390643119812,0.00014204545004758984,0.009234660305082798,0.3731979429721832,0.07040417194366455,1.5287524774976191e-06,1.0549933904258069e-06
14122,32,0.513326108455658,0.00042613636469468474,0.009163434617221355,0.36815255880355835,0.06859809905290604,8.133284836731036e-07,6.38032645383646e-07
14123,8,0.4819389283657074,0.0,0.009448455646634102,0.3362486958503723,0.05733049660921097,7.410084208459011e-07,1.6859145546277432e-07
