lambda,ocs_mean,ocs_std,fcs_mean,fcs_std,cas_mean,cas_std,stability_mean,stability_std,msx_size_mean,msx_size_std
0.5,0.4166666666666667,0.12909944487358055,0.9884632616487455,0.005349676244351079,0.16666666666666666,0.12909944487358055,55.188732078853036,27.823372834342624,1.0,0.0
1.0,0.375,0.13693063937629155,0.97334229390681,0.011426048838204396,0.125,0.13693063937629155,100.0,0.0,2.3551747311827955,0.8327354070218665
1.5,0.2916666666666667,0.10206207261596575,0.9602374551971327,0.01603589071177372,0.041666666666666664,0.10206207261596575,75.26881720430107,14.13116857575872,3.177755376344086,0.9657291035254738
2.0,0.2916666666666667,0.10206207261596575,0.9373879928315412,0.029464059957688665,0.041666666666666664,0.10206207261596575,65.75940860215054,21.327454623980483,3.6179435483870965,0.5981046497782544
