global_step,experience_step,rewards,stockouts,waste,delta,critic_loss,entropy_adjusted,actor_loss
3630,32,0.38461995124816895,0.023579545319080353,0.009510279633104801,0.34163668751716614,0.0810021385550499,6.723821570631117e-06,5.422560207080096e-06
3631,32,0.46633782982826233,0.028551137074828148,0.008611263707280159,0.4270298480987549,0.10671452432870865,7.5272323556419e-06,8.516727575624827e-06
3632,32,0.4875514507293701,0.009659091010689735,0.008821060881018639,0.44598570466041565,0.10643432289361954,8.37784227769589e-06,8.795140274742153e-06
3633,32,0.4978870749473572,0.007102272938936949,0.008898642845451832,0.4576147496700287,0.10922936350107193,6.975863470870536e-06,6.630979896726785e-06
3634,32,0.4769185185432434,0.01278409082442522,0.008796368725597858,0.4353042244911194,0.10245225578546524,8.736299605516251e-06,8.16349438537145e-06
3635,32,0.4969901740550995,0.009659091010689735,0.008778748102486134,0.45612242817878723,0.10964919626712799,7.468383046216331e-06,7.981212547747418e-06
3636,32,0.5050820112228394,0.005539772566407919,0.008971503004431725,0.46309709548950195,0.11088825762271881,7.615227787027834e-06,7.618907602591207e-06
3637,32,0.5005613565444946,0.004403409082442522,0.008966048248112202,0.4597969353199005,0.10875266790390015,7.753347745165229e-06,9.408848200109787e-06
3638,32,0.4943679869174957,0.007102272938936949,0.008929895237088203,0.45272380113601685,0.10706237703561783,7.51244806451723e-06,8.809520295471884e-06
3639,32,0.508413553237915,0.004403409082442522,0.008858409710228443,0.46795767545700073,0.11250724643468857,7.434358849423006e-06,9.660510841058567e-06
3640,32,0.5130513906478882,0.0032670453656464815,0.008994425646960735,0.4717148542404175,0.11363082379102707,6.7089581534673925e-06,5.681455604644725e-06
3641,32,0.5059650540351868,0.005539772566407919,0.008934336714446545,0.4645640254020691,0.11167970299720764,7.742685738776345e-06,8.409710972046014e-06
3642,32,0.5087024569511414,0.0029829544946551323,0.008847296237945557,0.46744194626808167,0.11152122169733047,6.650309842370916e-06,6.697387561871437e-06
3643,32,0.5154608488082886,0.0029829544946551323,0.00907138455659151,0.4730973243713379,0.11412152647972107,6.435868272092193e-06,6.8542112785507925e-06
3644,32,0.5096923112869263,0.002414772752672434,0.008963481523096561,0.4679703712463379,0.11132991313934326,7.150017154344823e-06,8.041899491217919e-06
3645,32,0.5062134265899658,0.001988636329770088,0.008931309916079044,0.46390286087989807,0.10935484617948532,6.61184776618029e-06,6.848286830063444e-06
3646,32,0.5145506858825684,0.001704545458778739,0.00888300221413374,0.47225356101989746,0.11317582428455353,6.779772775189485e-06,7.067262686177855e-06
3647,32,0.4959487318992615,0.0018465908942744136,0.009084058925509453,0.45456546545028687,0.10497691482305527,7.496878424717579e-06,7.913569788797759e-06
3648,32,0.5066778659820557,0.001988636329770088,0.009217745624482632,0.46526068449020386,0.11005274951457977,7.157467280194396e-06,8.013283149921335e-06
3649,32,0.49110108613967896,0.0021306818816810846,0.009193449281156063,0.4499172866344452,0.10292863100767136,6.915335234225495e-06,6.3986781242419966e-06
3650,32,0.5073038935661316,0.0011363636003807187,0.009174619801342487,0.46570447087287903,0.11003193259239197,6.873071470181458e-06,8.239845556090586e-06
3651,32,0.5171082019805908,0.0007102272938936949,0.009075255133211613,0.4753285348415375,0.11419541388750076,5.876579962205142e-06,5.851178684679326e-06
3652,32,0.5028851628303528,0.0011363636003807187,0.009201756678521633,0.46065381169319153,0.10747469216585159,6.576022315130103e-06,6.751545697625261e-06
3653,32,0.507773756980896,0.0005681818001903594,0.00915202870965004,0.4656781256198883,0.10959038883447647,5.100755970488535e-06,4.8360593609686475e-06
3654,32,0.5105599164962769,0.0002840909000951797,0.009259575046598911,0.4680565595626831,0.11050895601511002,5.11825646754005e-06,5.137814696354326e-06
3655,32,0.513403058052063,0.0005681818001903594,0.009175046347081661,0.4715709388256073,0.11220962554216385,4.567786618281389e-06,4.874060778092826e-06
3656,32,0.470436155796051,0.00042613636469468474,0.00955362431704998,0.42813020944595337,0.09290679544210434,4.956789325660793e-06,5.136441359354649e-06
3657,32,0.4769760072231293,0.0005681818001903594,0.009543577209115028,0.43497294187545776,0.09577084332704544,5.2596178647945635e-06,4.647897185350303e-06
3658,32,0.4656696617603302,0.00042613636469468474,0.009811803698539734,0.42318299412727356,0.09075062721967697,4.509684913500678e-06,4.081057795701781e-06
3659,32,0.46990856528282166,0.00014204545004758984,0.00980479083955288,0.4277271032333374,0.0924876481294632,4.427246494742576e-06,3.963215021940414e-06
3660,32,0.469520628452301,0.00042613636469468474,0.009672628715634346,0.4285553991794586,0.09288617223501205,6.09257358519244e-06,6.107946774136508e-06
3661,32,0.4616439938545227,0.0002840909000951797,0.009886704385280609,0.41969698667526245,0.08927576243877411,4.674135652749101e-06,4.200370312901214e-06
3662,8,0.465224951505661,0.0,0.010149836540222168,0.42332056164741516,0.09051074832677841,2.1851874407730065e-06,2.967363343486795e-06
